Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,-5.069e-08,0.0
0.033231,-2.0478e-07,0.0
0.034935,1.012e-07,1.801
0.036726,2.8628e-07,0.80162
0.038609,-4.4229e-07,0.47641
0.040589,2.407e-07,0.77389
0.04267,3.2208e-07,0.52942
0.044857,1.2656e-07,1.3365
0.047157,2.397e-08,6.4257
0.049575,1.381e-07,1.0234
0.052117,2.5011e-07,0.4943
0.054789,5.5372e-07,0.18794
0.057598,2.3149e-07,0.4138
0.060551,4.2344e-07,0.19645
0.063656,3.0378e-07,0.2607
0.066919,7.2199e-07,0.099228
0.07035,6.8979e-07,0.094728
0.073957,5.6609e-07,0.10686
0.077749,7.4059e-07,0.078085
0.081735,6.0932e-07,0.088274
0.085926,5.0075e-07,0.096715
0.090332,2.7322e-07,0.16633
0.094963,4.6433e-07,0.093479
0.099832,5.2515e-07,0.081115
0.10495,7.1263e-07,0.059177
0.11033,9.2059e-07,0.04676
0.11599,1.0771e-06,0.040955
0.12193,1.3016e-06,0.035336
0.12819,1.5943e-06,0.029256
0.13476,1.4728e-06,0.030636
0.14167,1.2775e-06,0.034172
0.14893,1.0565e-06,0.037571
0.15657,1.2516e-06,0.032076
0.16459,1.5622e-06,0.026497
0.17303,1.4924e-06,0.027477
0.18191,1.4616e-06,0.02726
0.19123,1.2241e-06,0.02949
0.20104,9.425e-07,0.035772
0.21134,1.227e-06,0.030196
0.22218,1.5343e-06,0.025312
0.23357,1.6277e-06,0.023794
0.24555,1.7791e-06,0.022854
0.25814,2.2393e-06,0.019729
0.27137,2.5546e-06,0.018243
0.28528,3.0102e-06,0.016556
0.29991,3.2941e-06,0.015851
0.31529,3.3901e-06,0.015625
0.33145,3.1636e-06,0.01626
0.34845,3.2355e-06,0.016167
0.36631,2.9281e-06,0.017089
0.38509,2.265e-06,0.020228
0.40484,1.6956e-06,0.025117
0.42559,1.7989e-06,0.023587
0.44742,2.2107e-06,0.020445
0.47035,2.5519e-06,0.018734
0.49447,2.5881e-06,0.01857
0.51982,2.6374e-06,0.018079
0.54647,3.0922e-06,0.016341
0.57449,3.9074e-06,0.014189
0.60395,4.7994e-06,0.012671
0.63491,5.1873e-06,0.012281
0.66747,4.317e-06,0.013785
0.70169,3.2956e-06,0.016332
0.73766,2.6813e-06,0.018577
0.77548,2.0781e-06,0.021662
0.81524,2.0925e-06,0.021339
0.85704,2.383e-06,0.019804
0.90098,2.5802e-06,0.018966
0.94718,2.5758e-06,0.019698
0.99574,2.3824e-06,0.020654
1.0468,2.0629e-06,0.02265
1.1005,2.0161e-06,0.02349
1.1569,2.2072e-06,0.022268
1.2162,2.0861e-06,0.023368
1.2786,1.8398e-06,0.025794
1.3441,1.5605e-06,0.029183
1.413,1.4515e-06,0.031929
1.4855,1.3207e-06,0.03482
1.5616,1.2728e-06,0.035678
1.6417,1.2929e-06,0.035889
1.7259,1.3625e-06,0.042601
1.8144,1.2345e-06,0.043681
1.9074,9.4988e-07,0.052224
2.0052,8.432e-07,0.056207
2.108,8.6871e-07,0.053387
2.2161,8.677e-07,0.054745
2.3297,8.2013e-07,0.055837
2.4491,6.7135e-07,0.064504
2.5747,6.2571e-07,0.06727
2.7067,4.7152e-07,0.089717
2.8455,5.1447e-07,0.08044
2.9914,4.4406e-07,0.093601
3.1447,4.3161e-07,0.091506
3.306,4.263e-07,0.095697
3.4755,4.04e-07,0.10656
3.6537,4.3763e-07,0.091749
3.841,3.2616e-07,0.12694
4.0379,3.4369e-07,0.1163
4.245,3.1265e-07,0.12738
4.4626,2.4624e-07,0.15555
4.6914,2.3664e-07,0.14592
4.9319,2.3544e-07,0.14666
5.1848,2.4454e-07,0.13619
5.4506,2.1639e-07,0.1486
5.7301,1.9637e-07,0.16731
6.0239,1.6486e-07,0.20184
6.3327,1.3352e-07,0.26481
6.6574,6.7707e-08,0.52582
6.9988,1.1189e-07,0.34716
7.3576,1.0883e-07,0.39467
7.7348,1.0849e-07,0.39995
8.1314,1.5117e-07,0.30838
8.5483,1.4902e-07,0.33003
8.9866,6.9097e-08,0.71966
9.4473,8.6275e-08,0.59442
9.9317,1.2533e-07,0.4402
10.441,1.4966e-07,0.38629
10.976,7.9104e-08,0.7555
11.539,1.1351e-07,0.50836
12.131,9.5136e-08,0.60252
12.753,1.7293e-07,0.3202
13.406,3.2329e-07,0.15249
14.094,4.6491e-07,0.11193
14.816,6.5193e-07,0.075051
15.576,4.7942e-07,0.079826
16.375,1.2265e-07,0.19014
17.214,3.1649e-08,0.49349
18.097,-2.0574e-09,8.114
19.025,8.4831e-09,1.1654
20.0,-7.9608e-09,1.358
