Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,-8.4368e-07,0.0
0.033231,-8.1927e-07,0.1657
0.034935,4.9287e-08,5.481
0.036726,-4.5446e-07,0.54237
0.038609,-1.8229e-07,1.2265
0.040589,8.9746e-08,2.1894
0.04267,5.2897e-08,3.5479
0.044857,1.7698e-07,0.96397
0.047157,3.5957e-07,0.46191
0.049575,2.0129e-07,0.7216
0.052117,5.4666e-07,0.22532
0.054789,3.9525e-07,0.27727
0.057598,3.4155e-07,0.28912
0.060551,4.598e-07,0.19755
0.063656,6.1665e-07,0.13774
0.066919,7.7944e-07,0.097434
0.07035,8.5982e-07,0.08448
0.073957,9.5891e-07,0.069792
0.077749,8.9761e-07,0.070968
0.081735,1.0007e-06,0.060536
0.085926,7.3061e-07,0.0753
0.090332,5.5247e-07,0.086142
0.094963,6.4293e-07,0.073005
0.099832,6.9922e-07,0.066445
0.10495,8.5912e-07,0.055547
0.11033,1.0286e-06,0.045978
0.11599,1.3521e-06,0.036445
0.12193,1.7038e-06,0.030285
0.12819,1.9337e-06,0.02785
0.13476,2.1762e-06,0.024513
0.14167,2.0476e-06,0.025168
0.14893,1.2732e-06,0.034762
0.15657,1.5528e-06,0.028184
0.16459,2.0815e-06,0.022845
0.17303,2.1715e-06,0.021911
0.18191,2.0828e-06,0.022238
0.19123,1.9026e-06,0.023214
0.20104,1.2374e-06,0.030668
0.21134,1.687e-06,0.024632
0.22218,2.1616e-06,0.020953
0.23357,2.0548e-06,0.021528
0.24555,2.4732e-06,0.019119
0.25814,2.7686e-06,0.018054
0.27137,3.535e-06,0.015628
0.28528,3.9317e-06,0.014676
0.29991,4.2434e-06,0.014257
0.31529,5.0323e-06,0.012845
0.33145,4.0754e-06,0.014632
0.34845,4.4399e-06,0.013783
0.36631,4.5265e-06,0.013751
0.38509,3.4728e-06,0.016183
0.40484,2.3321e-06,0.020769
0.42559,2.3872e-06,0.020339
0.44742,3.0025e-06,0.017642
0.47035,3.5601e-06,0.015789
0.49447,3.5826e-06,0.015742
0.51982,3.6585e-06,0.015215
0.54647,4.1607e-06,0.014064
0.57449,5.2236e-06,0.012401
0.60395,6.4677e-06,0.011079
0.63491,7.5436e-06,0.010296
0.66747,6.6014e-06,0.011259
0.70169,4.8914e-06,0.013328
0.73766,4.2255e-06,0.014473
0.77548,3.0351e-06,0.017398
0.81524,2.9761e-06,0.017815
0.85704,3.5064e-06,0.016181
0.90098,3.7143e-06,0.01575
0.94718,4.1229e-06,0.014937
0.99574,3.9736e-06,0.01551
1.0468,3.1851e-06,0.01782
1.1005,3.1293e-06,0.017976
1.1569,3.5664e-06,0.016706
1.2162,3.5727e-06,0.016882
1.2786,2.967e-06,0.019258
1.3441,2.5507e-06,0.02121
1.413,2.3384e-06,0.022947
1.4855,2.1216e-06,0.02439
1.5616,2.065e-06,0.025293
1.6417,1.9348e-06,0.026696
1.7259,2.1938e-06,0.031921
1.8144,1.9894e-06,0.033707
1.9074,1.6861e-06,0.036093
2.0052,1.4103e-06,0.039945
2.108,1.4106e-06,0.039123
2.2161,1.3098e-06,0.040234
2.3297,1.2147e-06,0.043869
2.4491,1.153e-06,0.045014
2.5747,1.0005e-06,0.048398
2.7067,9.3273e-07,0.051078
2.8455,9.7537e-07,0.048339
2.9914,7.7302e-07,0.056395
3.1447,7.3643e-07,0.055938
3.306,7.1748e-07,0.057722
3.4755,6.4096e-07,0.062014
3.6537,5.4283e-07,0.066193
3.841,5.2046e-07,0.068515
4.0379,5.1418e-07,0.071651
4.245,4.9315e-07,0.070511
4.4626,4.6449e-07,0.073457
4.6914,3.9418e-07,0.085157
4.9319,3.703e-07,0.088601
5.1848,3.8221e-07,0.086285
5.4506,3.6372e-07,0.095068
5.7301,3.6514e-07,0.095847
6.0239,2.9851e-07,0.11408
6.3327,3.2508e-07,0.10773
6.6574,3.114e-07,0.1272
6.9988,2.6375e-07,0.14154
7.3576,3.2066e-07,0.11297
7.7348,2.4799e-07,0.14306
8.1314,2.7308e-07,0.13711
8.5483,1.9204e-07,0.20116
8.9866,2.5911e-07,0.15451
9.4473,2.2131e-07,0.18146
9.9317,2.1174e-07,0.20411
10.441,3.4664e-07,0.1202
10.976,2.4761e-07,0.15916
11.539,2.4606e-07,0.16332
12.131,3.1045e-07,0.13273
12.753,2.1759e-07,0.18864
13.406,6.6872e-07,0.073624
14.094,1.498e-06,0.044918
14.816,2.9647e-06,0.030334
15.576,1.8356e-06,0.03797
16.375,2.1134e-07,0.12723
17.214,4.0407e-08,0.41366
18.097,3.1868e-09,3.7852
19.025,-2.221e-09,4.9678
20.0,1.3112e-09,8.5381
