Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,-1.7901e-06,0.0
0.030069,-2.0022e-05,0.08306
0.03161,-2.7601e-06,0.72515
0.033231,-2.0687e-06,0.85221
0.034935,-4.3358e-07,3.6408
0.036726,7.2753e-07,1.9352
0.038609,-1.8123e-06,0.68215
0.040589,-1.5127e-06,0.74315
0.04267,2.2531e-07,4.5471
0.044857,1.4951e-07,6.4461
0.047157,-1.1519e-06,0.77245
0.049575,-9.3103e-07,0.85104
0.052117,-1.3887e-06,0.501
0.054789,-1.0091e-07,5.9313
0.057598,-5.8653e-07,0.89405
0.060551,6.2226e-07,0.7358
0.063656,-4.173e-07,0.99774
0.066919,2.8829e-08,12.723
0.07035,-3.1459e-07,1.061
0.073957,-5.4761e-07,0.55284
0.077749,3.307e-07,0.85031
0.081735,2.5381e-08,10.198
0.085926,-2.5918e-07,0.93318
0.090332,5.035e-08,4.4791
0.094963,-9.2889e-09,22.665
0.099832,2.218e-07,0.89879
0.10495,2.7979e-08,6.7106
0.11033,3.8908e-07,0.45525
0.11599,-4.5485e-09,37.031
0.12193,-2.1598e-08,7.4299
0.12819,1.9423e-07,0.78116
0.13476,4.3825e-07,0.3319
0.14167,5.112e-07,0.27251
0.14893,4.6275e-07,0.28743
0.15657,4.9572e-07,0.25753
0.16459,5.4502e-07,0.2296
0.17303,3.0411e-07,0.40114
0.18191,7.1766e-07,0.16463
0.19123,5.4075e-07,0.21421
0.20104,7.8972e-07,0.14422
0.21134,8.1423e-07,0.1386
0.22218,8.9564e-07,0.12332
0.23357,9.5252e-07,0.11392
0.24555,1.1235e-06,0.095623
0.25814,1.2728e-06,0.083438
0.27137,1.5218e-06,0.069237
0.28528,1.6058e-06,0.065123
0.29991,1.4615e-06,0.071495
0.31529,1.7923e-06,0.058398
0.33145,1.9713e-06,0.052455
0.34845,1.8594e-06,0.05633
0.36631,2.1876e-06,0.047706
0.38509,2.4204e-06,0.044238
0.40484,2.702e-06,0.040673
0.42559,2.8061e-06,0.039175
0.44742,3.3294e-06,0.033395
0.47035,3.6491e-06,0.030413
0.49447,4.3749e-06,0.025444
0.51982,4.1801e-06,0.026116
0.54647,4.0861e-06,0.026387
0.57449,4.6965e-06,0.023126
0.60395,4.8414e-06,0.022329
0.63491,5.0054e-06,0.021885
0.66747,5.4466e-06,0.020682
0.70169,5.6233e-06,0.020171
0.73766,6.0098e-06,0.01886
0.77548,6.4388e-06,0.017997
0.81524,6.4228e-06,0.018193
0.85704,6.694e-06,0.017371
0.90098,7.4916e-06,0.015972
0.94718,7.5897e-06,0.01611
0.99574,7.7306e-06,0.015992
1.0468,7.8711e-06,0.015961
1.1005,8.2387e-06,0.015494
1.1569,8.5419e-06,0.015081
1.2162,8.8158e-06,0.014631
1.2786,8.8652e-06,0.014819
1.3441,8.8043e-06,0.015042
1.413,9.4471e-06,0.014367
1.4855,9.6177e-06,0.014275
1.5616,9.7569e-06,0.014222
1.6417,9.7312e-06,0.014355
1.7259,1.018e-05,0.016083
1.8144,1.0595e-05,0.015258
1.9074,1.0372e-05,0.01513
2.0052,9.7607e-06,0.015439
2.108,9.5867e-06,0.015345
2.2161,8.8737e-06,0.016197
2.3297,8.426e-06,0.016392
2.4491,8.1642e-06,0.016489
2.5747,7.1148e-06,0.018102
2.7067,6.6356e-06,0.018451
2.8455,5.8176e-06,0.0199
2.9914,5.1975e-06,0.021218
3.1447,4.504e-06,0.024305
3.306,4.1847e-06,0.025226
3.4755,3.6803e-06,0.028254
3.6537,3.2322e-06,0.031168
3.841,2.9682e-06,0.032426
4.0379,2.6524e-06,0.035019
4.245,2.271e-06,0.041139
4.4626,1.9578e-06,0.044796
4.6914,1.718e-06,0.049327
4.9319,1.5589e-06,0.048964
5.1848,1.2886e-06,0.060161
5.4506,1.3181e-06,0.056923
5.7301,1.3199e-06,0.058745
6.0239,1.0452e-06,0.074469
6.3327,1.0549e-06,0.078275
6.6574,1.0667e-06,0.082891
6.9988,1.0169e-06,0.087845
7.3576,9.8975e-07,0.09769
7.7348,1.1693e-06,0.088041
8.1314,1.0542e-06,0.10439
8.5483,1.1185e-06,0.10464
8.9866,1.5403e-06,0.079267
9.4473,1.4798e-06,0.091899
9.9317,1.4483e-06,0.09649
10.441,1.8209e-06,0.081034
10.976,1.2796e-06,0.11592
11.539,1.1702e-06,0.1268
12.131,1.6627e-06,0.085575
12.753,9.2802e-07,0.12882
13.406,1.5522e-06,0.071934
14.094,7.4362e-06,0.022312
14.816,2.1401e-05,0.012598
15.576,6.5475e-06,0.022601
16.375,1.545e-07,0.22849
17.214,1.0316e-08,2.7399
18.097,-9.5756e-09,2.6142
19.025,-1.2903e-08,2.1203
20.0,-6.3364e-09,3.6113
