Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,4.5134e-08,0.0
0.030069,9.6811e-07,0.0
0.03161,1.5499e-06,0.29401
0.033231,1.703e-06,0.39826
0.034935,4.1397e-07,1.3645
0.036726,5.1048e-07,1.0064
0.038609,5.8164e-07,0.81663
0.040589,-1.3454e-07,3.0132
0.04267,8.7111e-07,0.42556
0.044857,2.5065e-07,1.5483
0.047157,8.1347e-07,0.39989
0.049575,7.7621e-07,0.37914
0.052117,8.7762e-07,0.29701
0.054789,4.4085e-08,5.2719
0.057598,1.8983e-07,1.0954
0.060551,3.8509e-07,0.49345
0.063656,4.094e-07,0.39641
0.066919,1.848e-07,0.78827
0.07035,2.3847e-07,0.54141
0.073957,3.6714e-07,0.33072
0.077749,3.7761e-07,0.29806
0.081735,3.6396e-07,0.2889
0.085926,2.035e-07,0.49695
0.090332,2.2397e-07,0.4288
0.094963,2.0787e-07,0.45445
0.099832,1.9274e-07,0.47281
0.10495,3.6718e-07,0.22242
0.11033,2.011e-07,0.39393
0.11599,2.6981e-07,0.26898
0.12193,4.3093e-07,0.17253
0.12819,3.3313e-07,0.22259
0.13476,3.4288e-07,0.19559
0.14167,3.9222e-07,0.17277
0.14893,4.7057e-07,0.14277
0.15657,4.8573e-07,0.14334
0.16459,4.1678e-07,0.16669
0.17303,5.7342e-07,0.11716
0.18191,5.7481e-07,0.11431
0.19123,5.7181e-07,0.11607
0.20104,6.5959e-07,0.099811
0.21134,6.0175e-07,0.11062
0.22218,7.0992e-07,0.098431
0.23357,8.637e-07,0.081624
0.24555,8.2456e-07,0.084275
0.25814,8.8298e-07,0.08264
0.27137,9.5559e-07,0.077376
0.28528,1.2105e-06,0.064477
0.29991,1.0919e-06,0.06885
0.31529,1.246e-06,0.064026
0.33145,1.3021e-06,0.064427
0.34845,1.5037e-06,0.057031
0.36631,1.638e-06,0.05304
0.38509,1.6005e-06,0.055594
0.40484,1.4374e-06,0.060628
0.42559,1.8386e-06,0.053657
0.44742,2.2752e-06,0.046022
0.47035,2.3595e-06,0.044229
0.49447,2.7022e-06,0.041585
0.51982,3.385e-06,0.034749
0.54647,3.8154e-06,0.032556
0.57449,5.2487e-06,0.026869
0.60395,5.1398e-06,0.027529
0.63491,3.4923e-06,0.034873
0.66747,4.0623e-06,0.03186
0.70169,4.569e-06,0.030081
0.73766,5.1677e-06,0.028365
0.77548,6.2467e-06,0.025685
0.81524,7.1354e-06,0.023809
0.85704,8.4013e-06,0.021906
0.90098,1.0058e-05,0.020022
0.94718,7.6426e-06,0.02363
0.99574,5.2394e-06,0.030073
1.0468,5.8181e-06,0.028216
1.1005,8.3007e-06,0.02287
1.1569,8.7855e-06,0.022574
1.2162,9.1614e-06,0.022059
1.2786,5.8493e-06,0.028821
1.3441,5.1235e-06,0.031159
1.413,6.8947e-06,0.026515
1.4855,7.2005e-06,0.026317
1.5616,6.5857e-06,0.028368
1.6417,7.2616e-06,0.026917
1.7259,7.0033e-06,0.036984
1.8144,1.0242e-05,0.029285
1.9074,1.0733e-05,0.027859
2.0052,1.0768e-05,0.027678
2.108,9.4419e-06,0.02934
2.2161,1.0908e-05,0.026899
2.3297,1.0415e-05,0.027557
2.4491,1.0459e-05,0.027388
2.5747,1.4537e-05,0.022865
2.7067,2.1711e-05,0.018539
2.8455,2.4727e-05,0.017403
2.9914,2.5649e-05,0.017137
3.1447,1.9213e-05,0.020157
3.306,8.8932e-06,0.030409
3.4755,9.0115e-06,0.030844
3.6537,7.0129e-06,0.035675
3.841,5.6407e-06,0.04024
4.0379,5.1453e-06,0.043025
4.245,6.2035e-06,0.039294
4.4626,8.3163e-06,0.033284
4.6914,9.2701e-06,0.031556
4.9319,6.7365e-06,0.038396
5.1848,6.8706e-06,0.037956
5.4506,7.118e-06,0.037605
5.7301,6.7458e-06,0.039406
6.0239,5.743e-06,0.044154
6.3327,5.9583e-06,0.044562
6.6574,5.9176e-06,0.045665
6.9988,4.7467e-06,0.054729
7.3576,5.4804e-06,0.052904
7.7348,6.2723e-06,0.05002
8.1314,6.3112e-06,0.050535
8.5483,6.9831e-06,0.047456
8.9866,8.4226e-06,0.043105
9.4473,8.1223e-06,0.04529
9.9317,7.992e-06,0.046049
10.441,9.3365e-06,0.042094
10.976,1.1838e-05,0.03687
11.539,1.5453e-05,0.031091
12.131,2.3814e-05,0.024689
12.753,3.6217e-05,0.019601
13.406,0.0001213,0.010404
14.094,0.0023062,0.0023276
14.816,0.0033522,0.0019133
15.576,0.00015682,0.008698
16.375,5.221e-06,0.048778
17.214,8.9393e-08,0.80502
18.097,-1.305e-07,0.49157
19.025,-1.827e-08,2.6585
20.0,1.7625e-07,0.30219
