Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,-7.1363e-07,0.0
0.030069,-7.7495e-07,0.20654
0.03161,1.5106e-07,2.8591
0.033231,3.5556e-07,1.1046
0.034935,2.4242e-07,1.3908
0.036726,2.009e-07,1.507
0.038609,4.7416e-07,0.58677
0.040589,3.7428e-08,6.4659
0.04267,9.2538e-08,2.4408
0.044857,-2.8359e-08,7.9485
0.047157,-5.4342e-07,0.37589
0.049575,-1.0514e-07,1.7047
0.052117,3.4958e-07,0.44244
0.054789,-1.1532e-07,1.2547
0.057598,1.2973e-07,0.94974
0.060551,2.372e-07,0.45697
0.063656,1.4859e-07,0.65897
0.066919,1.4112e-07,0.60532
0.07035,1.8697e-07,0.4126
0.073957,2.1762e-07,0.32305
0.077749,2.3979e-07,0.28146
0.081735,1.6233e-07,0.38868
0.085926,1.4495e-07,0.40529
0.090332,2.0665e-07,0.27051
0.094963,1.5334e-07,0.34715
0.099832,1.1442e-07,0.43759
0.10495,1.8726e-07,0.24459
0.11033,1.7964e-07,0.25251
0.11599,1.5793e-07,0.27935
0.12193,2.3386e-07,0.17657
0.12819,2.3542e-07,0.16821
0.13476,1.9503e-07,0.20283
0.14167,1.8271e-07,0.20183
0.14893,2.2287e-07,0.16134
0.15657,2.1345e-07,0.16832
0.16459,2.282e-07,0.15517
0.17303,2.4239e-07,0.13806
0.18191,2.7919e-07,0.12102
0.19123,3.3976e-07,0.097785
0.20104,3.0641e-07,0.10762
0.21134,2.8098e-07,0.1218
0.22218,3.1054e-07,0.10704
0.23357,3.3393e-07,0.099513
0.24555,3.7609e-07,0.093576
0.25814,3.566e-07,0.096262
0.27137,3.7656e-07,0.090761
0.28528,3.6796e-07,0.093524
0.29991,3.6537e-07,0.093719
0.31529,4.4802e-07,0.079189
0.33145,4.3009e-07,0.081257
0.34845,4.3767e-07,0.080653
0.36631,3.7902e-07,0.094172
0.38509,4.7453e-07,0.077738
0.40484,4.1984e-07,0.090175
0.42559,4.7573e-07,0.08174
0.44742,6.0375e-07,0.064178
0.47035,6.101e-07,0.066242
0.49447,5.9942e-07,0.066627
0.51982,6.9271e-07,0.057771
0.54647,7.3784e-07,0.056492
0.57449,8.3861e-07,0.049858
0.60395,7.9409e-07,0.051489
0.63491,6.7322e-07,0.060357
0.66747,7.0937e-07,0.061469
0.70169,7.5327e-07,0.057353
0.73766,8.6405e-07,0.052424
0.77548,8.9982e-07,0.052165
0.81524,9.4371e-07,0.051091
0.85704,1.087e-06,0.045444
0.90098,1.1621e-06,0.045252
0.94718,1.106e-06,0.046225
0.99574,1.1003e-06,0.047575
1.0468,9.9564e-07,0.053925
1.1005,1.097e-06,0.050331
1.1569,1.3366e-06,0.042608
1.2162,1.4545e-06,0.040491
1.2786,1.1783e-06,0.049145
1.3441,1.0884e-06,0.054804
1.413,1.3016e-06,0.047041
1.4855,1.313e-06,0.047678
1.5616,1.1832e-06,0.052688
1.6417,1.2352e-06,0.052803
1.7259,1.3769e-06,0.05477
1.8144,1.4473e-06,0.050023
1.9074,1.483e-06,0.047733
2.0052,1.3924e-06,0.049424
2.108,1.3206e-06,0.051765
2.2161,1.309e-06,0.051812
2.3297,1.3744e-06,0.047207
2.4491,1.3636e-06,0.049058
2.5747,1.546e-06,0.045232
2.7067,1.6692e-06,0.043323
2.8455,2.0187e-06,0.037104
2.9914,1.9719e-06,0.039796
3.1447,1.8125e-06,0.040412
3.306,1.6101e-06,0.045642
3.4755,1.3199e-06,0.05296
3.6537,1.2801e-06,0.053382
3.841,1.2967e-06,0.052303
4.0379,1.0785e-06,0.062899
4.245,1.2052e-06,0.058983
4.4626,1.2636e-06,0.056072
4.6914,1.2976e-06,0.055881
4.9319,1.4004e-06,0.053498
5.1848,1.4658e-06,0.053594
5.4506,1.6034e-06,0.049761
5.7301,1.3999e-06,0.054454
6.0239,1.2517e-06,0.059783
6.3327,1.1277e-06,0.06981
6.6574,8.7005e-07,0.091225
6.9988,8.7106e-07,0.096627
7.3576,1.7022e-06,0.059776
7.7348,1.9988e-06,0.054778
8.1314,1.6783e-06,0.063868
8.5483,2.4049e-06,0.050883
8.9866,2.9343e-06,0.045118
9.4473,2.4317e-06,0.053728
9.9317,1.7926e-06,0.069032
10.441,2.0578e-06,0.064675
10.976,1.9862e-06,0.065814
11.539,2.3055e-06,0.058036
12.131,2.9956e-06,0.04602
12.753,3.8986e-06,0.037173
13.406,1.2436e-05,0.01864
14.094,0.00013837,0.0053131
14.816,0.00021212,0.0042478
15.576,3.8572e-05,0.009802
16.375,1.1654e-05,0.017563
17.214,3.5108e-06,0.031885
18.097,9.3792e-07,0.06202
19.025,2.5331e-07,0.12048
20.0,5.6359e-08,0.37419
