Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,-5.2544e-08,0.0
0.03161,-2.851e-08,3.088
0.033231,3.4728e-08,11.36
0.034935,2.3686e-07,1.4523
0.036726,3.2373e-07,0.91184
0.038609,4.5561e-07,0.59231
0.040589,2.856e-08,8.9246
0.04267,-2.3435e-07,1.0398
0.044857,2.9394e-07,0.73552
0.047157,3.8514e-07,0.51407
0.049575,4.3373e-07,0.38769
0.052117,1.8081e-07,0.86348
0.054789,1.8713e-07,0.7159
0.057598,1.3814e-08,8.7802
0.060551,1.0201e-07,1.0636
0.063656,4.0425e-08,2.4163
0.066919,2.3647e-07,0.36032
0.07035,8.0109e-08,1.0005
0.073957,1.8066e-07,0.40495
0.077749,6.7624e-08,1.0057
0.081735,1.7418e-07,0.35273
0.085926,1.5577e-07,0.3847
0.090332,1.8769e-07,0.28491
0.094963,9.2923e-08,0.57281
0.099832,1.5284e-07,0.33809
0.10495,1.0274e-07,0.46471
0.11033,1.4032e-07,0.32966
0.11599,2.0803e-07,0.21283
0.12193,2.0567e-07,0.20979
0.12819,1.5108e-07,0.27867
0.13476,2.2613e-07,0.18195
0.14167,1.2694e-07,0.31227
0.14893,2.9219e-07,0.12737
0.15657,2.1712e-07,0.16859
0.16459,2.5183e-07,0.14481
0.17303,2.9219e-07,0.1254
0.18191,2.3829e-07,0.15171
0.19123,1.6362e-07,0.21934
0.20104,2.5071e-07,0.14007
0.21134,3.51e-07,0.10135
0.22218,2.7131e-07,0.13033
0.23357,2.7454e-07,0.1263
0.24555,3.4754e-07,0.10018
0.25814,3.9414e-07,0.089091
0.27137,3.8736e-07,0.090827
0.28528,4.2022e-07,0.087063
0.29991,4.1829e-07,0.088116
0.31529,4.2859e-07,0.088546
0.33145,4.4276e-07,0.082658
0.34845,4.7593e-07,0.080192
0.36631,3.891e-07,0.10239
0.38509,4.4494e-07,0.086958
0.40484,3.6658e-07,0.10607
0.42559,4.9722e-07,0.081382
0.44742,5.6155e-07,0.073493
0.47035,6.7611e-07,0.064138
0.49447,5.9597e-07,0.071538
0.51982,6.6149e-07,0.063725
0.54647,8.3331e-07,0.054541
0.57449,8.4368e-07,0.052625
0.60395,9.2276e-07,0.049825
0.63491,8.7325e-07,0.053731
0.66747,7.5968e-07,0.061774
0.70169,8.8775e-07,0.055071
0.73766,9.1705e-07,0.053439
0.77548,9.8668e-07,0.052048
0.81524,1.1385e-06,0.04519
0.85704,1.1351e-06,0.048749
0.90098,1.3022e-06,0.044601
0.94718,1.397e-06,0.043112
0.99574,1.1761e-06,0.050684
1.0468,1.2526e-06,0.046822
1.1005,1.1651e-06,0.05243
1.1569,1.1925e-06,0.051393
1.2162,1.4271e-06,0.04624
1.2786,1.5437e-06,0.044131
1.3441,1.3138e-06,0.048944
1.413,1.1919e-06,0.055756
1.4855,1.2396e-06,0.055809
1.5616,1.2701e-06,0.057024
1.6417,1.2735e-06,0.054698
1.7259,1.3129e-06,0.063498
1.8144,1.3208e-06,0.062013
1.9074,1.5455e-06,0.053235
2.0052,1.6106e-06,0.051408
2.108,1.4029e-06,0.055801
2.2161,1.2575e-06,0.061022
2.3297,1.4746e-06,0.052462
2.4491,1.5271e-06,0.049659
2.5747,1.398e-06,0.053801
2.7067,1.5886e-06,0.048927
2.8455,1.6592e-06,0.046499
2.9914,1.674e-06,0.045822
3.1447,1.6476e-06,0.047467
3.306,1.4348e-06,0.052413
3.4755,1.2789e-06,0.057934
3.6537,1.1387e-06,0.065238
3.841,1.1531e-06,0.063834
4.0379,1.0689e-06,0.069149
4.245,9.4794e-07,0.07451
4.4626,1.1241e-06,0.067145
4.6914,1.0404e-06,0.071607
4.9319,1.2655e-06,0.060551
5.1848,1.3008e-06,0.060643
5.4506,1.4555e-06,0.056964
5.7301,1.303e-06,0.060149
6.0239,1.1746e-06,0.069483
6.3327,9.4008e-07,0.086006
6.6574,1.0511e-06,0.076835
6.9988,1.0569e-06,0.08048
7.3576,1.358e-06,0.072201
7.7348,1.55e-06,0.066734
8.1314,1.5369e-06,0.070363
8.5483,1.9946e-06,0.059294
8.9866,2.4138e-06,0.053325
9.4473,2.2017e-06,0.059489
9.9317,1.4596e-06,0.089065
10.441,1.6042e-06,0.08223
10.976,1.757e-06,0.074398
11.539,1.5486e-06,0.081745
12.131,2.2142e-06,0.061431
12.753,3.3558e-06,0.045827
13.406,7.8394e-06,0.026053
14.094,4.2554e-05,0.010552
14.816,9.1057e-05,0.0071177
15.576,1.5819e-05,0.016842
16.375,4.4889e-07,0.1096
17.214,3.0653e-08,0.70396
18.097,-3.9373e-10,40.814
19.025,3.6767e-09,4.1315
20.0,8.208e-09,1.8558
