Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,7.1909e-08,0.6186
0.030069,-9.3088e-07,0.41153
0.03161,-4.0883e-07,1.8336
0.033231,-2.32e-07,2.8113
0.034935,4.4855e-07,1.2917
0.036726,-6.5637e-07,0.815
0.038609,7.9949e-07,0.59057
0.040589,2.6571e-07,1.5994
0.04267,8.2451e-07,0.48042
0.044857,7.3746e-07,0.50038
0.047157,7.4817e-07,0.45402
0.049575,7.5337e-07,0.41778
0.052117,9.6344e-07,0.29037
0.054789,8.5058e-07,0.28474
0.057598,1.0797e-06,0.1924
0.060551,1.2264e-06,0.15332
0.063656,1.191e-06,0.14282
0.066919,8.8011e-07,0.17555
0.07035,1.063e-06,0.13135
0.073957,9.0701e-07,0.14528
0.077749,9.3252e-07,0.12719
0.081735,9.6928e-07,0.11971
0.085926,1.0136e-06,0.1056
0.090332,1.0749e-06,0.096813
0.094963,9.902e-07,0.098769
0.099832,9.948e-07,0.094587
0.10495,8.8715e-07,0.10229
0.11033,1.0455e-06,0.083129
0.11599,1.085e-06,0.077113
0.12193,1.2176e-06,0.065949
0.12819,1.2175e-06,0.06415
0.13476,1.1789e-06,0.065217
0.14167,1.0273e-06,0.071763
0.14893,1.0717e-06,0.066422
0.15657,1.1414e-06,0.062616
0.16459,1.3154e-06,0.051568
0.17303,1.2981e-06,0.051175
0.18191,1.2589e-06,0.052453
0.19123,1.4241e-06,0.045435
0.20104,1.4068e-06,0.046352
0.21134,1.4077e-06,0.047817
0.22218,1.47e-06,0.04433
0.23357,1.5242e-06,0.043458
0.24555,1.5393e-06,0.042982
0.25814,1.5366e-06,0.04253
0.27137,1.6002e-06,0.042353
0.28528,1.665e-06,0.040581
0.29991,1.8558e-06,0.036406
0.31529,1.5635e-06,0.042569
0.33145,1.7588e-06,0.038657
0.34845,1.8594e-06,0.037508
0.36631,1.7416e-06,0.039623
0.38509,1.9292e-06,0.0365
0.40484,1.8725e-06,0.035964
0.42559,1.7078e-06,0.040909
0.44742,1.7074e-06,0.040528
0.47035,1.7929e-06,0.03922
0.49447,1.8772e-06,0.037825
0.51982,1.784e-06,0.039279
0.54647,1.7595e-06,0.039786
0.57449,1.4395e-06,0.047445
0.60395,1.2811e-06,0.051925
0.63491,1.6193e-06,0.044506
0.66747,1.7853e-06,0.040912
0.70169,2.1106e-06,0.036071
0.73766,2.0319e-06,0.03764
0.77548,1.8396e-06,0.040557
0.81524,1.7966e-06,0.04276
0.85704,1.9739e-06,0.03979
0.90098,2.1294e-06,0.036636
0.94718,2.1411e-06,0.037878
0.99574,2.2052e-06,0.037595
1.0468,2.1856e-06,0.038742
1.1005,2.3072e-06,0.037624
1.1569,2.3767e-06,0.036695
1.2162,2.4655e-06,0.035371
1.2786,2.4644e-06,0.036857
1.3441,2.5924e-06,0.036522
1.413,2.6178e-06,0.037077
1.4855,2.6294e-06,0.03769
1.5616,2.6411e-06,0.038384
1.6417,2.7743e-06,0.037369
1.7259,2.903e-06,0.039094
1.8144,2.5335e-06,0.042614
1.9074,2.4036e-06,0.043149
2.0052,2.3752e-06,0.041606
2.108,2.0129e-06,0.048011
2.2161,1.89e-06,0.050378
2.3297,1.5299e-06,0.058033
2.4491,1.5136e-06,0.057618
2.5747,1.1801e-06,0.06795
2.7067,1.1728e-06,0.066281
2.8455,8.9676e-07,0.087387
2.9914,1.1343e-06,0.069372
3.1447,1.0329e-06,0.083863
3.306,1.18e-06,0.076315
3.4755,1.3357e-06,0.069444
3.6537,1.2937e-06,0.075128
3.841,1.4379e-06,0.069276
4.0379,1.4972e-06,0.066026
4.245,1.3377e-06,0.074704
4.4626,1.3458e-06,0.071816
4.6914,1.4852e-06,0.062539
4.9319,1.5212e-06,0.061235
5.1848,1.4176e-06,0.062638
5.4506,1.6794e-06,0.053126
5.7301,1.4494e-06,0.064703
6.0239,1.5556e-06,0.065309
6.3327,1.6854e-06,0.062731
6.6574,1.859e-06,0.058025
6.9988,1.9587e-06,0.060589
7.3576,1.944e-06,0.062652
7.7348,1.486e-06,0.08662
8.1314,1.7328e-06,0.082119
8.5483,1.8928e-06,0.077596
8.9866,2.1882e-06,0.073704
9.4473,2.3647e-06,0.074102
9.9317,2.7625e-06,0.067889
10.441,3.5425e-06,0.056953
10.976,3.2874e-06,0.062318
11.539,2.551e-06,0.082134
12.131,2.9717e-06,0.067849
12.753,3.4065e-06,0.060827
13.406,4.7117e-06,0.04295
14.094,4.2205e-06,0.042109
14.816,1.6915e-06,0.074824
15.576,2.8471e-07,0.25034
16.375,6.6925e-08,0.55096
17.214,-1.8309e-08,1.649
18.097,-1.5858e-08,1.5951
19.025,2.7935e-08,0.83071
20.0,-3.33e-09,7.7837
