Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,1.2358e-05,0.061757
0.030069,8.4613e-06,0.1554
0.03161,8.1084e-06,0.1432
0.033231,5.9893e-06,0.17571
0.034935,6.0588e-06,0.15059
0.036726,6.0993e-06,0.13422
0.038609,4.5344e-06,0.16265
0.040589,5.7262e-06,0.11378
0.04267,3.5602e-06,0.17548
0.044857,4.5562e-06,0.12683
0.047157,4.1509e-06,0.1281
0.049575,3.8487e-06,0.12579
0.052117,3.1431e-06,0.13204
0.054789,3.4471e-06,0.10949
0.057598,3.0136e-06,0.10868
0.060551,2.3872e-06,0.1223
0.063656,2.5432e-06,0.10324
0.066919,1.8182e-06,0.13421
0.07035,2.7145e-06,0.077934
0.073957,2.3681e-06,0.08261
0.077749,2.2665e-06,0.080976
0.081735,2.3697e-06,0.074375
0.085926,1.967e-06,0.080457
0.090332,2.0308e-06,0.075918
0.094963,2.2092e-06,0.067238
0.099832,2.2056e-06,0.063988
0.10495,1.9717e-06,0.068945
0.11033,2.0263e-06,0.064559
0.11599,2.041e-06,0.060433
0.12193,2.0183e-06,0.059783
0.12819,2.1502e-06,0.055199
0.13476,2.1607e-06,0.053798
0.14167,2.1608e-06,0.051272
0.14893,2.1256e-06,0.05009
0.15657,2.1712e-06,0.047484
0.16459,2.2179e-06,0.046673
0.17303,2.1527e-06,0.047001
0.18191,2.0683e-06,0.048684
0.19123,2.3305e-06,0.041839
0.20104,2.3132e-06,0.041877
0.21134,2.4595e-06,0.039133
0.22218,2.2924e-06,0.042675
0.23357,2.4282e-06,0.039507
0.24555,2.5618e-06,0.037883
0.25814,2.4694e-06,0.040069
0.27137,2.8232e-06,0.035274
0.28528,2.7469e-06,0.035585
0.29991,2.9391e-06,0.034592
0.31529,2.9003e-06,0.034377
0.33145,2.9056e-06,0.034813
0.34845,3.1231e-06,0.033437
0.36631,3.1391e-06,0.032431
0.38509,3.1013e-06,0.032677
0.40484,3.0981e-06,0.032473
0.42559,2.9624e-06,0.033748
0.44742,3.1927e-06,0.031231
0.47035,3.0874e-06,0.033343
0.49447,3.0817e-06,0.034081
0.51982,2.9701e-06,0.033978
0.54647,2.7116e-06,0.036962
0.57449,2.5948e-06,0.038283
0.60395,1.8855e-06,0.049397
0.63491,2.4973e-06,0.038781
0.66747,3.3142e-06,0.032755
0.70169,3.4416e-06,0.031257
0.73766,3.2399e-06,0.033209
0.77548,3.2802e-06,0.032466
0.81524,3.1822e-06,0.033911
0.85704,3.3631e-06,0.032169
0.90098,3.5696e-06,0.031425
0.94718,3.5398e-06,0.031586
0.99574,3.5796e-06,0.032078
1.0468,3.801e-06,0.031152
1.1005,3.7262e-06,0.032464
1.1569,4.1417e-06,0.029487
1.2162,4.0649e-06,0.030013
1.2786,4.2936e-06,0.029119
1.3441,4.3313e-06,0.030247
1.413,4.6703e-06,0.028233
1.4855,4.746e-06,0.027934
1.5616,4.7366e-06,0.028023
1.6417,5.0187e-06,0.027559
1.7259,5.2414e-06,0.032572
1.8144,5.066e-06,0.032237
1.9074,4.8134e-06,0.032936
2.0052,4.6512e-06,0.032846
2.108,4.2732e-06,0.03446
2.2161,3.8509e-06,0.03599
2.3297,3.3955e-06,0.038346
2.4491,3.0791e-06,0.039711
2.5747,2.757e-06,0.042912
2.7067,1.935e-06,0.052581
2.8455,1.9527e-06,0.050833
2.9914,1.9922e-06,0.050958
3.1447,2.7853e-06,0.04404
3.306,2.4692e-06,0.047862
3.4755,2.8394e-06,0.043561
3.6537,2.9675e-06,0.042835
3.841,2.9413e-06,0.042773
4.0379,3.1308e-06,0.042005
4.245,3.5513e-06,0.038778
4.4626,3.0841e-06,0.04304
4.6914,3.0188e-06,0.043246
4.9319,3.009e-06,0.04217
5.1848,3.0942e-06,0.043507
5.4506,3.0298e-06,0.043815
5.7301,3.365e-06,0.041635
6.0239,3.4196e-06,0.042693
6.3327,3.8212e-06,0.039626
6.6574,3.902e-06,0.040303
6.9988,4.2447e-06,0.039219
7.3576,4.515e-06,0.038635
7.7348,4.7477e-06,0.038378
8.1314,4.6433e-06,0.041049
8.5483,4.6992e-06,0.041888
8.9866,4.255e-06,0.047091
9.4473,4.7368e-06,0.044387
9.9317,5.0163e-06,0.042267
10.441,5.6336e-06,0.040082
10.976,7.1539e-06,0.034939
11.539,8.4126e-06,0.032227
12.131,1.2599e-05,0.025451
12.753,1.7143e-05,0.021566
13.406,2.4096e-05,0.017915
14.094,8.3982e-05,0.0092803
14.816,0.00062107,0.0033707
15.576,0.0006944,0.0031296
16.375,6.8393e-05,0.0097917
17.214,2.1377e-06,0.055795
18.097,2.92e-07,0.15777
19.025,4.9028e-08,0.57637
20.0,2.3147e-08,0.90531
