Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,8.6987e-06,0.14148
0.030069,-1.1218e-05,0.19247
0.03161,-8.8215e-06,0.23636
0.033231,-3.4541e-06,0.52289
0.034935,-5.0336e-06,0.31948
0.036726,-3.3593e-06,0.43427
0.038609,4.8407e-06,0.27579
0.040589,-3.782e-06,0.31707
0.04267,-3.868e-06,0.28729
0.044857,-2.3671e-06,0.4509
0.047157,-2.2259e-06,0.42526
0.049575,-2.5258e-06,0.32848
0.052117,1.4073e-06,0.53684
0.054789,-1.6378e-06,0.40404
0.057598,-8.7559e-07,0.65384
0.060551,-5.9197e-07,0.87633
0.063656,5.0382e-07,0.9309
0.066919,-5.2532e-07,0.84907
0.07035,3.9521e-07,0.9882
0.073957,-2.7901e-07,1.3198
0.077749,4.8851e-07,0.72201
0.081735,4.8269e-07,0.63459
0.085926,-1.5386e-07,2.0051
0.090332,3.8219e-07,0.70793
0.094963,9.8686e-07,0.26867
0.099832,7.0931e-07,0.36243
0.10495,4.2107e-07,0.58997
0.11033,1.0384e-06,0.22494
0.11599,1.0742e-06,0.21611
0.12193,1.2082e-06,0.17953
0.12819,1.1523e-06,0.18068
0.13476,1.6638e-06,0.12795
0.14167,1.2307e-06,0.16462
0.14893,1.5421e-06,0.12473
0.15657,1.4048e-06,0.14149
0.16459,2.0603e-06,0.094788
0.17303,1.5766e-06,0.11723
0.18191,1.7421e-06,0.10361
0.19123,1.4958e-06,0.12323
0.20104,1.8941e-06,0.098646
0.21134,1.9668e-06,0.09581
0.22218,2.1107e-06,0.084276
0.23357,2.3214e-06,0.080203
0.24555,2.0437e-06,0.090197
0.25814,2.5149e-06,0.074031
0.27137,2.8815e-06,0.066485
0.28528,3.1118e-06,0.061456
0.29991,2.687e-06,0.075425
0.31529,3.308e-06,0.059515
0.33145,3.4825e-06,0.056868
0.34845,3.5615e-06,0.056259
0.36631,3.5216e-06,0.059279
0.38509,3.3368e-06,0.063316
0.40484,3.7599e-06,0.054701
0.42559,3.7117e-06,0.056238
0.44742,3.783e-06,0.05697
0.47035,4.0129e-06,0.054869
0.49447,4.6028e-06,0.048398
0.51982,4.1894e-06,0.052186
0.54647,4.2916e-06,0.049684
0.57449,3.3694e-06,0.06249
0.60395,2.6147e-06,0.073525
0.63491,3.9667e-06,0.054802
0.66747,4.8653e-06,0.047817
0.70169,4.8827e-06,0.049807
0.73766,4.9749e-06,0.047864
0.77548,4.8409e-06,0.047711
0.81524,5.0312e-06,0.047742
0.85704,5.1703e-06,0.04686
0.90098,5.6677e-06,0.043288
0.94718,5.8878e-06,0.043709
0.99574,5.9731e-06,0.04524
1.0468,6.1855e-06,0.044278
1.1005,6.6851e-06,0.041386
1.1569,7.0271e-06,0.039797
1.2162,6.8292e-06,0.04216
1.2786,7.4997e-06,0.038777
1.3441,8.4819e-06,0.036503
1.413,9.0306e-06,0.035254
1.4855,8.9613e-06,0.036308
1.5616,9.0795e-06,0.03565
1.6417,9.3645e-06,0.035787
1.7259,1.0998e-05,0.040937
1.8144,1.0626e-05,0.040474
1.9074,1.0125e-05,0.040665
2.0052,1.0102e-05,0.04033
2.108,9.9055e-06,0.041062
2.2161,9.4482e-06,0.041715
2.3297,8.0305e-06,0.045279
2.4491,8.1141e-06,0.043945
2.5747,6.4479e-06,0.051175
2.7067,5.179e-06,0.059828
2.8455,7.8234e-06,0.044675
2.9914,1.3952e-05,0.033207
3.1447,1.9423e-05,0.028221
3.306,7.901e-06,0.047377
3.4755,6.7744e-06,0.051199
3.6537,7.0281e-06,0.052206
3.841,7.5843e-06,0.049279
4.0379,7.4727e-06,0.04955
4.245,6.9333e-06,0.052866
4.4626,6.7096e-06,0.054881
4.6914,6.8099e-06,0.053826
4.9319,6.4709e-06,0.054695
5.1848,6.4003e-06,0.054421
5.4506,6.4214e-06,0.057828
5.7301,5.6214e-06,0.063673
6.0239,6.4677e-06,0.058814
6.3327,5.9642e-06,0.063816
6.6574,6.0792e-06,0.064279
6.9988,6.3559e-06,0.061632
7.3576,6.9042e-06,0.059661
7.7348,7.668e-06,0.058965
8.1314,8.4785e-06,0.059487
8.5483,8.1469e-06,0.060823
8.9866,7.764e-06,0.067364
9.4473,7.9872e-06,0.067354
9.9317,7.9576e-06,0.06768
10.441,8.8919e-06,0.066009
10.976,9.9074e-06,0.064833
11.539,1.3834e-05,0.051221
12.131,2.3487e-05,0.035834
12.753,3.7709e-05,0.027269
13.406,3.7106e-05,0.027232
14.094,0.00014317,0.013266
14.816,0.003079,0.0028164
15.576,0.0040581,0.002409
16.375,0.00042463,0.0073117
17.214,6.5816e-06,0.058105
18.097,5.5313e-07,0.20126
19.025,1.9312e-07,0.32477
20.0,1.3517e-07,0.38124
