Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,4.8447e-07,0.40545
0.030069,-4.473e-07,1.906
0.03161,7.8165e-08,14.308
0.033231,-1.4906e-06,0.69121
0.034935,7.4504e-07,1.1749
0.036726,3.4441e-07,2.2774
0.038609,6.3399e-07,1.1628
0.040589,9.5841e-07,0.69968
0.04267,3.503e-07,1.7242
0.044857,1.3456e-06,0.42672
0.047157,5.9881e-07,0.85859
0.049575,1.0002e-06,0.458
0.052117,5.663e-07,0.7453
0.054789,9.2327e-07,0.40574
0.057598,9.3648e-07,0.34275
0.060551,1.1521e-06,0.24822
0.063656,1.0629e-06,0.25465
0.066919,9.9813e-07,0.24664
0.07035,1.309e-06,0.16721
0.073957,1.1899e-06,0.172
0.077749,1.091e-06,0.17994
0.081735,1.4598e-06,0.12663
0.085926,1.5208e-06,0.1116
0.090332,1.3916e-06,0.1158
0.094963,1.3481e-06,0.11698
0.099832,1.1338e-06,0.13363
0.10495,1.2057e-06,0.1219
0.11033,1.5047e-06,0.093815
0.11599,1.3835e-06,0.099144
0.12193,1.4032e-06,0.096404
0.12819,1.4007e-06,0.090848
0.13476,1.5056e-06,0.085606
0.14167,1.4142e-06,0.087998
0.14893,1.597e-06,0.079178
0.15657,1.8738e-06,0.068064
0.16459,1.8903e-06,0.06505
0.17303,1.8418e-06,0.06606
0.18191,1.9369e-06,0.059883
0.19123,1.9996e-06,0.060529
0.20104,1.8553e-06,0.06477
0.21134,2.2962e-06,0.053229
0.22218,2.1284e-06,0.057767
0.23357,2.3465e-06,0.053005
0.24555,2.38e-06,0.052375
0.25814,2.2923e-06,0.054187
0.27137,2.739e-06,0.047862
0.28528,2.9148e-06,0.044615
0.29991,2.7517e-06,0.047499
0.31529,2.913e-06,0.045643
0.33145,2.7428e-06,0.046328
0.34845,3.2924e-06,0.041342
0.36631,3.1444e-06,0.042944
0.38509,3.1613e-06,0.042663
0.40484,3.3318e-06,0.041471
0.42559,3.173e-06,0.044331
0.44742,3.0754e-06,0.045086
0.47035,3.4697e-06,0.041247
0.49447,3.2014e-06,0.043975
0.51982,3.138e-06,0.044446
0.54647,3.1992e-06,0.045022
0.57449,2.948e-06,0.046613
0.60395,2.1989e-06,0.059041
0.63491,2.8835e-06,0.047835
0.66747,3.364e-06,0.043543
0.70169,3.8539e-06,0.040031
0.73766,3.5292e-06,0.043017
0.77548,3.7674e-06,0.039638
0.81524,3.4218e-06,0.044352
0.85704,3.8077e-06,0.041408
0.90098,4.0547e-06,0.039323
0.94718,3.9495e-06,0.041586
0.99574,4.2934e-06,0.039945
1.0468,3.8798e-06,0.043776
1.1005,4.0086e-06,0.042622
1.1569,4.1084e-06,0.041772
1.2162,4.176e-06,0.042381
1.2786,4.449e-06,0.039516
1.3441,4.5159e-06,0.041223
1.413,4.2606e-06,0.043572
1.4855,4.3094e-06,0.043721
1.5616,3.7541e-06,0.049619
1.6417,4.0277e-06,0.047845
1.7259,3.9008e-06,0.058463
1.8144,4.1547e-06,0.054727
1.9074,3.9144e-06,0.056717
2.0052,3.9625e-06,0.054627
2.108,3.8323e-06,0.054488
2.2161,3.9863e-06,0.053971
2.3297,4.1246e-06,0.051861
2.4491,3.9614e-06,0.053055
2.5747,3.8259e-06,0.052428
2.7067,3.4942e-06,0.056723
2.8455,3.4866e-06,0.055247
2.9914,3.6498e-06,0.053723
3.1447,3.4948e-06,0.056592
3.306,3.322e-06,0.059986
3.4755,2.9614e-06,0.066185
3.6537,3.4862e-06,0.056529
3.841,3.2945e-06,0.061021
4.0379,3.2974e-06,0.061392
4.245,3.6179e-06,0.058668
4.4626,3.27e-06,0.059791
4.6914,2.9778e-06,0.065456
4.9319,3.0145e-06,0.06289
5.1848,3.297e-06,0.06208
5.4506,3.2971e-06,0.061587
5.7301,3.3836e-06,0.063196
6.0239,3.5363e-06,0.061272
6.3327,3.1914e-06,0.074006
6.6574,3.5176e-06,0.067697
6.9988,4.0453e-06,0.062049
7.3576,4.8382e-06,0.056747
7.7348,5.1379e-06,0.058161
8.1314,5.359e-06,0.05696
8.5483,4.9667e-06,0.062436
8.9866,4.4526e-06,0.07231
9.4473,3.9686e-06,0.077022
9.9317,3.5402e-06,0.089934
10.441,4.37e-06,0.076489
10.976,4.8237e-06,0.074827
11.539,6.3798e-06,0.06295
12.131,1.2981e-05,0.039334
12.753,1.4974e-05,0.035118
13.406,1.1377e-05,0.039954
14.094,3.7079e-05,0.020446
14.816,0.00018645,0.008916
15.576,0.0002103,0.0082347
16.375,2.421e-05,0.023823
17.214,2.6872e-07,0.24979
18.097,4.0045e-08,0.73455
19.025,8.595e-09,3.6438
20.0,6.3548e-09,3.8348
