Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,-3.3038e-06,0.14182
0.030069,-1.5648e-07,10.593
0.03161,-1.6241e-06,0.89795
0.033231,-2.8953e-06,0.44339
0.034935,-1.1894e-06,0.94861
0.036726,-7.6386e-08,13.194
0.038609,6.7526e-07,1.3339
0.040589,-5.5932e-07,1.4585
0.04267,-7.7484e-07,0.97024
0.044857,-6.291e-07,1.1108
0.047157,9.5922e-07,0.66003
0.049575,4.7165e-07,1.2053
0.052117,2.1243e-07,2.3424
0.054789,-4.2692e-07,1.0234
0.057598,-3.7671e-07,1.0134
0.060551,1.5324e-07,2.2092
0.063656,7.5598e-07,0.3958
0.066919,1.6094e-07,1.6869
0.07035,3.9827e-07,0.60109
0.073957,5.5348e-07,0.39611
0.077749,5.0037e-07,0.41193
0.081735,4.5447e-07,0.41653
0.085926,3.1326e-07,0.56189
0.090332,5.2276e-07,0.3174
0.094963,3.9071e-07,0.40137
0.099832,5.2455e-07,0.27995
0.10495,1.4723e-07,0.94363
0.11033,3.4588e-07,0.38834
0.11599,4.7359e-07,0.2635
0.12193,4.7783e-07,0.25376
0.12819,7.8246e-07,0.14764
0.13476,5.6918e-07,0.19465
0.14167,4.8597e-07,0.218
0.14893,8.3758e-07,0.11975
0.15657,7.8121e-07,0.12592
0.16459,8.2372e-07,0.11568
0.17303,9.6539e-07,0.096253
0.18191,9.5183e-07,0.095725
0.19123,7.9904e-07,0.11152
0.20104,1.0121e-06,0.087709
0.21134,9.3675e-07,0.094235
0.22218,9.4176e-07,0.09274
0.23357,1.135e-06,0.075329
0.24555,1.205e-06,0.070805
0.25814,1.3172e-06,0.064027
0.27137,1.6101e-06,0.053022
0.28528,1.6094e-06,0.0525
0.29991,1.5919e-06,0.052791
0.31529,1.7945e-06,0.046949
0.33145,1.8465e-06,0.046249
0.34845,2.0636e-06,0.04189
0.36631,2.1345e-06,0.04045
0.38509,2.4686e-06,0.036884
0.40484,2.8871e-06,0.032635
0.42559,3.1761e-06,0.030912
0.44742,3.4126e-06,0.028613
0.47035,3.4302e-06,0.028634
0.49447,3.8183e-06,0.025841
0.51982,3.4543e-06,0.027082
0.54647,2.8284e-06,0.031983
0.57449,3.0206e-06,0.029575
0.60395,2.9476e-06,0.030432
0.63491,3.0075e-06,0.029806
0.66747,2.8347e-06,0.031728
0.70169,2.998e-06,0.030205
0.73766,2.9229e-06,0.030392
0.77548,2.9478e-06,0.030372
0.81524,3.0503e-06,0.029122
0.85704,2.8302e-06,0.03113
0.90098,3.0143e-06,0.030195
0.94718,3.0405e-06,0.031057
0.99574,3.2213e-06,0.029238
1.0468,3.1848e-06,0.029528
1.1005,3.2231e-06,0.028635
1.1569,2.9653e-06,0.031653
1.2162,3.0186e-06,0.031044
1.2786,2.8465e-06,0.032304
1.3441,2.7614e-06,0.033064
1.413,2.7117e-06,0.034208
1.4855,2.822e-06,0.032486
1.5616,2.6624e-06,0.035089
1.6417,2.4402e-06,0.037004
1.7259,2.4648e-06,0.039393
1.8144,2.3484e-06,0.040702
1.9074,1.884e-06,0.045065
2.0052,1.5792e-06,0.050193
2.108,1.4175e-06,0.052792
2.2161,1.2049e-06,0.057461
2.3297,1.1468e-06,0.059098
2.4491,1.0352e-06,0.061962
2.5747,7.8806e-07,0.076523
2.7067,7.5153e-07,0.074193
2.8455,6.2058e-07,0.081571
2.9914,4.9207e-07,0.10279
3.1447,4.5926e-07,0.10497
3.306,4.1284e-07,0.11984
3.4755,2.2078e-07,0.20929
3.6537,2.7959e-07,0.17059
3.841,2.5049e-07,0.16536
4.0379,2.2145e-07,0.21062
4.245,2.5429e-07,0.16319
4.4626,2.0435e-07,0.19141
4.6914,1.8613e-07,0.20529
4.9319,9.0909e-08,0.42704
5.1848,1.93e-07,0.21713
5.4506,1.3711e-07,0.31924
5.7301,6.6291e-08,0.61627
6.0239,8.88e-08,0.50447
6.3327,5.7566e-08,0.78958
6.6574,1.1584e-07,0.40622
6.9988,1.7252e-07,0.27664
7.3576,1.6284e-07,0.30852
7.7348,7.7373e-08,0.67101
8.1314,2.8321e-07,0.18029
8.5483,2.299e-07,0.26506
8.9866,8.2043e-08,0.77081
9.4473,2.5879e-07,0.23846
9.9317,2.4511e-07,0.24896
10.441,2.5741e-07,0.22984
10.976,2.2816e-07,0.26506
11.539,3.0163e-07,0.20789
12.131,5.3368e-07,0.12408
12.753,8.5022e-07,0.096681
13.406,1.7714e-06,0.057056
14.094,6.3162e-06,0.028132
14.816,2.8262e-05,0.012868
15.576,1.088e-05,0.02058
16.375,3.5281e-07,0.14646
17.214,6.9116e-08,0.41062
18.097,1.5614e-08,1.7953
19.025,-1.1e-08,2.2468
20.0,2.3962e-08,1.0503
