Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,0.0,1.0
0.033231,-6.4398e-09,0.0
0.034935,-5.6954e-07,0.0
0.036726,-5.006e-07,0.12812
0.038609,-3.9075e-07,0.26376
0.040589,-2.2082e-07,0.42456
0.04267,-1.4797e-07,0.58703
0.044857,-4.4346e-08,1.7736
0.047157,-1.2785e-08,5.8304
0.049575,-1.3697e-07,0.48667
0.052117,-7.5951e-08,0.77493
0.054789,8.1204e-08,0.65245
0.057598,8.971e-08,0.516
0.060551,1.7341e-07,0.24363
0.063656,2.0971e-07,0.18156
0.066919,2.8515e-07,0.12157
0.07035,2.7414e-07,0.12074
0.073957,2.8357e-07,0.10607
0.077749,3.039e-07,0.094327
0.081735,2.8157e-07,0.093941
0.085926,3.043e-07,0.082005
0.090332,2.3548e-07,0.098666
0.094963,2.2499e-07,0.094674
0.099832,3.1512e-07,0.067575
0.10495,3.938e-07,0.054012
0.11033,5.5603e-07,0.039414
0.11599,6.4361e-07,0.035045
0.12193,7.1911e-07,0.032269
0.12819,7.5686e-07,0.03029
0.13476,8.0744e-07,0.027749
0.14167,8.1127e-07,0.026933
0.14893,7.5347e-07,0.027509
0.15657,5.8129e-07,0.03224
0.16459,5.8934e-07,0.030229
0.17303,5.8647e-07,0.030521
0.18191,5.5125e-07,0.030462
0.19123,4.8938e-07,0.032404
0.20104,4.5265e-07,0.0345
0.21134,4.8071e-07,0.032485
0.22218,5.5037e-07,0.029687
0.23357,6.675e-07,0.025045
0.24555,7.6119e-07,0.023299
0.25814,9.2702e-07,0.020302
0.27137,1.0751e-06,0.018345
0.28528,1.1514e-06,0.01778
0.29991,1.1455e-06,0.017809
0.31529,1.0815e-06,0.01848
0.33145,9.4085e-07,0.020047
0.34845,7.6842e-07,0.023103
0.36631,6.5518e-07,0.025616
0.38509,4.7078e-07,0.032575
0.40484,3.2955e-07,0.043544
0.42559,3.4062e-07,0.043077
0.44742,3.978e-07,0.038005
0.47035,4.2327e-07,0.035607
0.49447,3.865e-07,0.037823
0.51982,4.3679e-07,0.033458
0.54647,5.6862e-07,0.027808
0.57449,7.0413e-07,0.023987
0.60395,7.6766e-07,0.022443
0.63491,6.6033e-07,0.025537
0.66747,4.3128e-07,0.035161
0.70169,2.627e-07,0.052092
0.73766,1.4687e-07,0.087897
0.77548,8.0831e-08,0.15536
0.81524,1.0835e-07,0.11958
0.85704,1.6382e-07,0.080063
0.90098,1.6051e-07,0.084795
0.94718,1.5569e-07,0.089278
0.99574,8.9615e-08,0.15212
1.0468,9.171e-08,0.14685
1.1005,8.8614e-08,0.15436
1.1569,7.5764e-08,0.18134
1.2162,5.7364e-08,0.23545
1.2786,3.0401e-08,0.44439
1.3441,2.2727e-08,0.62453
1.413,2.3457e-08,0.6048
1.4855,8.8908e-09,1.5712
1.5616,-2.8135e-09,5.2211
1.6417,5.5357e-09,2.5249
1.7259,-2.3002e-08,0.65079
1.8144,1.2044e-08,1.1451
1.9074,2.5885e-08,0.5088
2.0052,1.6691e-08,0.80537
2.108,1.0026e-08,1.3247
2.2161,2.7663e-08,0.43348
2.3297,9.8202e-09,1.114
2.4491,1.1628e-08,0.82646
2.5747,7.8602e-09,1.1459
2.7067,7.4683e-09,1.0974
2.8455,9.1725e-09,0.81701
2.9914,-1.0479e-08,0.74477
3.1447,7.0889e-09,1.1431
3.306,7.7675e-09,0.93895
3.4755,1.5468e-08,0.49566
3.6537,5.1748e-09,1.4428
3.841,-4.1149e-09,1.7206
4.0379,-2.9892e-09,2.3117
4.245,-1.3114e-09,5.4405
4.4626,1.0328e-08,0.72645
4.6914,-1.5827e-08,0.50677
4.9319,-7.4585e-09,0.98679
5.1848,1.1716e-08,0.63166
5.4506,7.9789e-10,10.688
5.7301,4.871e-09,1.6552
6.0239,-5.7486e-09,1.483
6.3327,1.2204e-08,0.68962
6.6574,1.8004e-08,0.43596
6.9988,1.0392e-08,0.79351
7.3576,-9.4732e-09,0.88162
7.7348,-5.3458e-09,1.6304
8.1314,6.7181e-09,1.2826
8.5483,-3.8361e-09,2.2241
8.9866,-4.2089e-09,2.3024
9.4473,-3.9404e-09,2.3411
9.9317,3.6192e-09,2.6165
10.441,1.7501e-08,0.4587
10.976,3.7513e-09,2.2594
11.539,1.3498e-09,7.6449
12.131,7.1128e-09,1.2471
12.753,2.1001e-09,4.1275
13.406,2.7138e-08,0.29686
14.094,3.2233e-08,0.23254
14.816,1.3361e-08,0.50471
15.576,-9.9193e-09,0.61173
16.375,1.7053e-09,3.2801
17.214,5.3198e-09,0.87142
18.097,6.3256e-09,0.68601
19.025,-2.8919e-09,1.858
20.0,-3.5196e-09,1.1431
