Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,0.0,1.0
0.033231,-1.6945e-07,0.0
0.034935,-6.0065e-07,0.0
0.036726,-4.7817e-07,0.18272
0.038609,-3.0768e-07,0.34651
0.040589,-3.0651e-07,0.30992
0.04267,-2.6958e-07,0.32368
0.044857,-5.9139e-08,1.3775
0.047157,-8.008e-08,0.94842
0.049575,-5.3603e-08,1.2855
0.052117,-3.7036e-08,1.6294
0.054789,4.9672e-08,1.0413
0.057598,1.2954e-07,0.36967
0.060551,1.5141e-07,0.28414
0.063656,2.252e-07,0.17459
0.066919,3.0109e-07,0.12122
0.07035,2.7281e-07,0.11992
0.073957,3.6007e-07,0.085897
0.077749,3.3325e-07,0.08735
0.081735,2.7933e-07,0.097552
0.085926,2.6613e-07,0.095601
0.090332,2.3968e-07,0.099976
0.094963,2.0966e-07,0.10698
0.099832,2.931e-07,0.074874
0.10495,4.0774e-07,0.055123
0.11033,5.4396e-07,0.041748
0.11599,6.0981e-07,0.039344
0.12193,7.4649e-07,0.032689
0.12819,7.9096e-07,0.030591
0.13476,8.5879e-07,0.028579
0.14167,8.5916e-07,0.027941
0.14893,8.3311e-07,0.027148
0.15657,6.4864e-07,0.031298
0.16459,6.5058e-07,0.029948
0.17303,6.5609e-07,0.029438
0.18191,6.0065e-07,0.030211
0.19123,4.7811e-07,0.035726
0.20104,4.9793e-07,0.033546
0.21134,4.9466e-07,0.032763
0.22218,5.956e-07,0.028953
0.23357,7.28e-07,0.025399
0.24555,7.9487e-07,0.023814
0.25814,9.4552e-07,0.021107
0.27137,1.1243e-06,0.019155
0.28528,1.2409e-06,0.017946
0.29991,1.2008e-06,0.018322
0.31529,1.2453e-06,0.018041
0.33145,1.1131e-06,0.01902
0.34845,9.0159e-07,0.02181
0.36631,7.9864e-07,0.023637
0.38509,5.3186e-07,0.031495
0.40484,3.7938e-07,0.040535
0.42559,3.8396e-07,0.040345
0.44742,4.2633e-07,0.037002
0.47035,4.5419e-07,0.035735
0.49447,4.4725e-07,0.034117
0.51982,4.8022e-07,0.032569
0.54647,5.6997e-07,0.029009
0.57449,7.6948e-07,0.02353
0.60395,8.8402e-07,0.021617
0.63491,8.1523e-07,0.023089
0.66747,5.6915e-07,0.030005
0.70169,3.4412e-07,0.043572
0.73766,1.5525e-07,0.085115
0.77548,9.8312e-08,0.1286
0.81524,1.5881e-07,0.083983
0.85704,1.9478e-07,0.070137
0.90098,2.1925e-07,0.065462
0.94718,1.9839e-07,0.073303
0.99574,1.0426e-07,0.13062
1.0468,1.6046e-07,0.087352
1.1005,1.1857e-07,0.11917
1.1569,1.0775e-07,0.13511
1.2162,6.316e-08,0.22198
1.2786,5.8192e-08,0.22903
1.3441,4.2721e-08,0.31749
1.413,2.2822e-08,0.59744
1.4855,2.992e-08,0.45913
1.5616,7.7418e-09,1.78
1.6417,2.2903e-08,0.59666
1.7259,1.5759e-08,0.92142
1.8144,1.5382e-08,0.81797
1.9074,8.7576e-09,1.3391
2.0052,9.5319e-09,1.1523
2.108,5.3388e-09,2.0683
2.2161,2.1692e-08,0.48916
2.3297,1.3257e-08,0.7592
2.4491,5.0077e-09,1.8121
2.5747,1.6166e-09,5.1756
2.7067,1.5548e-08,0.46581
2.8455,1.8155e-08,0.39083
2.9914,-1.4862e-09,4.9496
3.1447,1.148e-08,0.62703
3.306,-3.8397e-09,1.7431
3.4755,8.025e-09,0.83149
3.6537,2.6723e-11,262.96
3.841,1.1559e-08,0.5631
4.0379,7.6261e-09,0.90244
4.245,2.7842e-09,2.4714
4.4626,7.62e-09,0.83604
4.6914,4.8067e-09,1.359
4.9319,-4.3291e-09,1.6472
5.1848,-3.3976e-09,1.9316
5.4506,-3.0043e-09,2.4648
5.7301,1.7946e-08,0.41355
6.0239,-7.1784e-09,0.95161
6.3327,6.5375e-09,1.1085
6.6574,3.4821e-09,2.1019
6.9988,-2.6313e-09,2.8702
7.3576,4.1446e-11,201.52
7.7348,8.7853e-09,0.87212
8.1314,-8.2544e-09,0.97768
8.5483,-5.8832e-09,1.476
8.9866,4.9983e-10,16.457
9.4473,-2.5087e-09,3.4947
9.9317,-7.4347e-09,0.95918
10.441,3.2304e-09,2.3674
10.976,5.1403e-09,1.3647
11.539,6.4294e-09,1.1539
12.131,-7.7145e-09,0.83332
12.753,1.7739e-08,0.38675
13.406,3.2796e-08,0.2471
14.094,7.2142e-08,0.14566
14.816,5.7589e-08,0.14789
15.576,4.6571e-09,0.90221
16.375,1.0369e-09,5.1042
17.214,8.819e-09,0.56775
18.097,9.0071e-09,0.48189
19.025,3.5288e-09,1.0974
20.0,4.0166e-09,1.0151
