Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,0.0,1.0
0.033231,-2.0958e-07,0.0
0.034935,-5.3678e-07,0.0
0.036726,-3.3971e-07,0.32719
0.038609,1.3961e-08,8.5974
0.040589,-1.5951e-07,0.67968
0.04267,-1.3436e-07,0.76095
0.044857,-1.5823e-07,0.59411
0.047157,-5.1818e-08,1.682
0.049575,-2.9527e-08,2.6197
0.052117,4.9972e-08,1.3433
0.054789,1.3662e-07,0.4421
0.057598,1.2129e-07,0.43802
0.060551,1.5863e-07,0.3092
0.063656,3.3585e-07,0.13148
0.066919,3.6184e-07,0.11475
0.07035,3.929e-07,0.096187
0.073957,3.7809e-07,0.09539
0.077749,3.1089e-07,0.10575
0.081735,3.5844e-07,0.085841
0.085926,3.133e-07,0.091323
0.090332,3.0738e-07,0.088012
0.094963,2.8091e-07,0.08885
0.099832,3.4708e-07,0.070562
0.10495,4.3895e-07,0.057328
0.11033,5.5498e-07,0.046366
0.11599,7.1198e-07,0.037665
0.12193,7.9634e-07,0.034441
0.12819,9.464e-07,0.029402
0.13476,8.8508e-07,0.032107
0.14167,1.0561e-06,0.026806
0.14893,8.9644e-07,0.029727
0.15657,8.0534e-07,0.029024
0.16459,7.4073e-07,0.029948
0.17303,7.2685e-07,0.029861
0.18191,7.0028e-07,0.029691
0.19123,5.9928e-07,0.031374
0.20104,5.6697e-07,0.032618
0.21134,5.6837e-07,0.032012
0.22218,6.7829e-07,0.028295
0.23357,8.0675e-07,0.025263
0.24555,8.583e-07,0.024469
0.25814,1.0323e-06,0.021432
0.27137,1.2461e-06,0.019058
0.28528,1.43e-06,0.01744
0.29991,1.3642e-06,0.018253
0.31529,1.4862e-06,0.017245
0.33145,1.2356e-06,0.019528
0.34845,1.0592e-06,0.021164
0.36631,9.71e-07,0.022445
0.38509,6.9764e-07,0.027316
0.40484,3.9902e-07,0.042602
0.42559,4.268e-07,0.0399
0.44742,5.0142e-07,0.036208
0.47035,5.6861e-07,0.031906
0.49447,5.0057e-07,0.033662
0.51982,4.8959e-07,0.034275
0.54647,6.321e-07,0.028532
0.57449,8.1508e-07,0.02417
0.60395,9.7787e-07,0.021288
0.63491,1.043e-06,0.020758
0.66747,7.4012e-07,0.026526
0.70169,4.3647e-07,0.038461
0.73766,2.0127e-07,0.071044
0.77548,1.5744e-07,0.088279
0.81524,1.8976e-07,0.077913
0.85704,2.1485e-07,0.068721
0.90098,2.8232e-07,0.057446
0.94718,3.0027e-07,0.055267
0.99574,1.6348e-07,0.094446
1.0468,1.5433e-07,0.0982
1.1005,1.6003e-07,0.097358
1.1569,1.632e-07,0.096732
1.2162,8.5558e-08,0.18306
1.2786,3.3261e-08,0.43476
1.3441,3.3062e-08,0.45002
1.413,2.0786e-08,0.72028
1.4855,3.3133e-08,0.44746
1.5616,4.7625e-08,0.30245
1.6417,6.0937e-09,2.4206
1.7259,1.593e-08,0.91498
1.8144,4.5888e-08,0.30355
1.9074,2.122e-08,0.60885
2.0052,1.5865e-08,0.80971
2.108,1.2959e-08,0.95924
2.2161,2.6469e-08,0.43061
2.3297,1.3132e-08,0.83674
2.4491,2.4801e-08,0.43856
2.5747,2.3303e-08,0.38803
2.7067,1.5338e-08,0.59245
2.8455,2.0372e-08,0.43855
2.9914,6.0693e-09,1.6453
3.1447,1.0761e-08,0.89748
3.306,1.0204e-08,0.91494
3.4755,1.0731e-08,0.82486
3.6537,4.9608e-09,1.6634
3.841,-1.5167e-09,5.3255
4.0379,8.1403e-09,0.96303
4.245,5.8392e-09,1.268
4.4626,1.6362e-08,0.47995
4.6914,2.0047e-08,0.36958
4.9319,-2.9411e-09,2.787
5.1848,3.1836e-09,2.7175
5.4506,6.2632e-09,1.2882
5.7301,-2.0519e-10,37.923
6.0239,-5.7102e-09,1.6004
6.3327,-2.0663e-09,4.3478
6.6574,-4.3202e-10,20.935
6.9988,1.7405e-08,0.44354
7.3576,1.8732e-08,0.49221
7.7348,-3.698e-09,2.4991
8.1314,-1.0697e-10,91.039
8.5483,-1.1815e-08,0.91104
8.9866,1.4807e-08,0.72709
9.4473,-1.2463e-08,0.90525
9.9317,5.0327e-09,1.7367
10.441,-1.6833e-10,47.383
10.976,5.1769e-09,1.5565
11.539,1.1079e-08,0.82118
12.131,1.7689e-08,0.45374
12.753,2.2294e-08,0.38952
13.406,2.0313e-08,0.52017
14.094,1.4058e-07,0.10197
14.816,1.2325e-07,0.10773
15.576,-1.0884e-08,0.81547
16.375,1.6106e-09,3.8731
17.214,-2.9771e-09,2.139
18.097,2.7422e-09,1.8798
19.025,3.7277e-09,1.5115
20.0,1.3528e-09,3.5323
