Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.4823,3.0488e-07,0.21069
0.49451,2.2249e-07,0.28551
0.50703,2.7022e-07,0.22336
0.51986,2.4227e-07,0.24355
0.53302,2.4211e-07,0.22395
0.54652,3.2066e-07,0.16534
0.56035,3.0132e-07,0.16723
0.57454,2.511e-07,0.20004
0.58908,3.0005e-07,0.16354
0.60399,3.7857e-07,0.12299
0.61929,3.0627e-07,0.14936
0.63496,3.0561e-07,0.14631
0.65104,2.9656e-07,0.14785
0.66752,2.9919e-07,0.14476
0.68442,3.4535e-07,0.12348
0.70174,3.9472e-07,0.10529
0.71951,4.0171e-07,0.10352
0.73772,3.9811e-07,0.099396
0.7564,2.7518e-07,0.1396
0.77554,3.4761e-07,0.1084
0.79518,3.508e-07,0.10473
0.81531,3.5902e-07,0.10226
0.83595,3.9178e-07,0.099123
0.85711,3.1735e-07,0.11133
0.87881,3.158e-07,0.11732
0.90105,3.6676e-07,0.10177
0.92386,3.3556e-07,0.11157
0.94725,4.1894e-07,0.089011
0.97123,3.9849e-07,0.097387
0.99582,3.9516e-07,0.098681
1.021,4.4813e-07,0.088536
1.0469,3.6369e-07,0.10635
1.0734,4.3181e-07,0.090317
1.1006,3.9657e-07,0.098565
1.1284,4.294e-07,0.092161
1.157,4.0725e-07,0.094911
1.1863,4.6518e-07,0.085288
1.2163,4.3493e-07,0.087458
1.2471,3.5017e-07,0.11264
1.2787,4.565e-07,0.086699
1.311,4.21e-07,0.0956
1.3442,4.8071e-07,0.087541
1.3782,4.447e-07,0.092132
1.4131,4.5047e-07,0.093563
1.4489,4.1014e-07,0.098334
1.4856,5.2507e-07,0.079779
1.5232,5.2129e-07,0.082453
1.5618,4.6926e-07,0.092437
1.6013,4.5185e-07,0.093862
1.6418,4.7869e-07,0.093027
1.6834,5.7981e-07,0.075664
1.726,4.7146e-07,0.094978
1.7697,4.2855e-07,0.10809
1.8145,4.9782e-07,0.090115
1.8604,4.4373e-07,0.10339
1.9075,4.5906e-07,0.10269
1.9558,4.3103e-07,0.10508
2.0053,5.4819e-07,0.083189
2.0561,4.2689e-07,0.10749
2.1081,3.8858e-07,0.11812
2.1615,3.7831e-07,0.11831
2.2162,4.0992e-07,0.1116
2.2723,4.3474e-07,0.10302
2.3299,3.5723e-07,0.12226
2.3888,3.5436e-07,0.11753
2.4493,3.9154e-07,0.10897
2.5113,3.4721e-07,0.11677
2.5749,2.5556e-07,0.15648
2.6401,2.668e-07,0.13914
2.7069,2.9144e-07,0.12728
2.7754,2.8008e-07,0.13028
2.8457,2.5501e-07,0.14184
2.9177,2.9509e-07,0.11642
2.9916,3.1803e-07,0.11012
3.0673,1.9614e-07,0.17005
3.145,1.8062e-07,0.18493
3.2246,2.8444e-07,0.11301
3.3062,2.1999e-07,0.14447
3.3899,2.7364e-07,0.1173
3.4758,3.5385e-07,0.098097
3.5637,3.7169e-07,0.098679
3.654,4.2185e-07,0.09419
3.7465,3.0923e-07,0.1249
3.8413,4.429e-07,0.091572
3.9385,4.6603e-07,0.087654
4.0382,3.5911e-07,0.11509
4.1405,4.43e-07,0.096614
4.2453,5.287e-07,0.084892
4.3528,5.0319e-07,0.089438
4.463,5.5296e-07,0.08249
4.5759,5.1807e-07,0.094434
4.6918,4.7042e-07,0.09824
4.8105,5.2621e-07,0.089738
4.9323,4.9973e-07,0.096082
5.0572,3.8574e-07,0.12582
5.1852,3.783e-07,0.10695
5.3165,3.4761e-07,0.11563
5.4511,3.0285e-07,0.13748
5.5891,2.6415e-07,0.15217
5.7305,2.5847e-07,0.14837
5.8756,2.9707e-07,0.13168
6.0244,2.746e-07,0.14939
6.1769,4.2593e-07,0.10318
6.3332,3.8878e-07,0.11882
6.4936,5.1097e-07,0.095597
6.6579,4.2388e-07,0.10703
6.8265,3.0807e-07,0.14092
6.9993,2.2984e-07,0.18728
7.1765,2.0931e-07,0.19963
7.3582,2.6781e-07,0.163
7.5444,2.4212e-07,0.1853
7.7354,4.3964e-07,0.11041
7.9312,4.8722e-07,0.10271
8.132,5.7528e-07,0.09278
8.3379,6.3042e-07,0.094074
8.549,8.1103e-07,0.075358
8.7654,7.6174e-07,0.077671
8.9873,7.1999e-07,0.085434
9.2148,1.0037e-06,0.068595
9.4481,9.0245e-07,0.074429
9.6872,6.904e-07,0.095215
9.9325,5.1149e-07,0.11241
10.184,2.8453e-07,0.19148
10.442,2.03e-07,0.25578
10.706,1.9462e-07,0.26511
10.977,3.1087e-07,0.17072
11.255,3.2518e-07,0.17865
11.54,5.1388e-07,0.11253
11.832,4.7368e-07,0.1262
12.132,6.1177e-07,0.10537
12.439,7.427e-07,0.091017
12.754,1.0387e-06,0.069095
13.076,1.3466e-06,0.058983
13.407,1.7982e-06,0.049292
13.747,2.1741e-06,0.044195
14.095,1.8518e-06,0.048124
14.452,1.0614e-06,0.066116
14.818,3.767e-07,0.11498
15.193,9.0727e-08,0.32974
15.577,1.8084e-09,13.35
15.972,-2.4879e-08,0.8034
16.376,3.1213e-10,59.964
16.79,1.2292e-08,1.2645
17.216,2.5813e-08,0.68627
17.651,2.0645e-08,0.73741
18.098,7.7731e-09,2.0873
18.556,-9.8151e-09,1.5996
19.026,-1.4523e-08,1.2118
19.508,1.0913e-08,1.49
20.002,2.2807e-09,6.4561
