Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.4823,1.4245e-07,0.41421
0.49451,8.9419e-08,0.652
0.50703,1.9675e-07,0.28727
0.51986,1.4662e-07,0.40282
0.53302,5.3296e-08,1.0412
0.54652,2.3468e-07,0.23178
0.56035,2.3855e-07,0.20439
0.57454,1.5511e-07,0.32644
0.58908,3.6602e-07,0.12901
0.60399,2.6882e-07,0.17286
0.61929,2.5087e-07,0.17964
0.63496,2.0011e-07,0.22281
0.65104,3.5578e-07,0.1236
0.66752,3.4724e-07,0.12779
0.68442,3.5515e-07,0.12169
0.70174,2.6444e-07,0.15675
0.71951,3.3527e-07,0.11695
0.73772,2.84e-07,0.1422
0.7564,2.8227e-07,0.14005
0.77554,2.9151e-07,0.12961
0.79518,3.3119e-07,0.11483
0.81531,3.9284e-07,0.095945
0.83595,3.5423e-07,0.10651
0.85711,3.2931e-07,0.12214
0.87881,3.4717e-07,0.10771
0.90105,3.7967e-07,0.10416
0.92386,3.9393e-07,0.097008
0.94725,4.129e-07,0.092807
0.97123,3.6303e-07,0.11042
0.99582,3.9952e-07,0.10212
1.021,4.095e-07,0.099758
1.0469,4.5741e-07,0.089142
1.0734,4.6188e-07,0.088449
1.1006,4.0332e-07,0.10062
1.1284,4.1884e-07,0.095432
1.157,4.7616e-07,0.08426
1.1863,4.5207e-07,0.088215
1.2163,4.5077e-07,0.090764
1.2471,4.0076e-07,0.098505
1.2787,4.6737e-07,0.088172
1.311,5.8124e-07,0.070366
1.3442,4.1732e-07,0.10245
1.3782,4.5087e-07,0.094491
1.4131,5.7186e-07,0.076356
1.4489,5.2879e-07,0.082554
1.4856,5.1056e-07,0.085302
1.5232,5.7251e-07,0.074108
1.5618,5.2857e-07,0.083947
1.6013,4.8072e-07,0.091188
1.6418,5.481e-07,0.081929
1.6834,6.223e-07,0.072219
1.726,4.8731e-07,0.089612
1.7697,6.0802e-07,0.074197
1.8145,5.6053e-07,0.079934
1.8604,5.3366e-07,0.082779
1.9075,5.2085e-07,0.085907
1.9558,6.4521e-07,0.071023
2.0053,5.4251e-07,0.083361
2.0561,6.0909e-07,0.075591
2.1081,5.6859e-07,0.077733
2.1615,5.6472e-07,0.078897
2.2162,4.9131e-07,0.088169
2.2723,5.3972e-07,0.083261
2.3299,5.676e-07,0.073599
2.3888,4.1479e-07,0.10072
2.4493,4.5582e-07,0.09004
2.5113,4.8672e-07,0.081682
2.5749,4.5639e-07,0.085442
2.6401,3.9407e-07,0.097969
2.7069,3.7323e-07,0.099135
2.7754,4.1471e-07,0.085382
2.8457,3.3872e-07,0.10002
2.9177,2.7715e-07,0.12897
2.9916,3.421e-07,0.10534
3.0673,3.8776e-07,0.094124
3.145,4.2064e-07,0.090076
3.2246,3.3447e-07,0.10576
3.3062,2.9516e-07,0.12545
3.3899,2.7738e-07,0.12586
3.4758,2.4337e-07,0.14313
3.5637,2.8613e-07,0.12409
3.654,3.1586e-07,0.11758
3.7465,3.6571e-07,0.10734
3.8413,3.6737e-07,0.10999
3.9385,4.3947e-07,0.090713
4.0382,5.0471e-07,0.08309
4.1405,5.3917e-07,0.083282
4.2453,6.2869e-07,0.073837
4.3528,6.0796e-07,0.075791
4.463,5.6551e-07,0.079909
4.5759,6.84e-07,0.069886
4.6918,6.2995e-07,0.079756
4.8105,7.7244e-07,0.064995
4.9323,8.0829e-07,0.061645
5.0572,9.1872e-07,0.056644
5.1852,7.0373e-07,0.070293
5.3165,7.2008e-07,0.07094
5.4511,5.9566e-07,0.080571
5.5891,6.6261e-07,0.073275
5.7305,4.6003e-07,0.097186
5.8756,4.0731e-07,0.11056
6.0244,4.6439e-07,0.097595
6.1769,3.2312e-07,0.13586
6.3332,5.3552e-07,0.086486
6.4936,5.4966e-07,0.087771
6.6579,6.7802e-07,0.075789
6.8265,6.4392e-07,0.082278
6.9993,6.4749e-07,0.082297
7.1765,3.7354e-07,0.12555
7.3582,3.1632e-07,0.13589
7.5444,3.5897e-07,0.12505
7.7354,2.7328e-07,0.16024
7.9312,3.2567e-07,0.137
8.132,5.3096e-07,0.098243
8.3379,6.8711e-07,0.081842
8.549,9.0399e-07,0.068221
8.7654,9.9538e-07,0.067598
8.9873,1.1608e-06,0.062409
9.2148,1.587e-06,0.050469
9.4481,1.9524e-06,0.044941
9.6872,2.0156e-06,0.045685
9.9325,2.2056e-06,0.043561
10.184,1.8258e-06,0.048875
10.442,1.0943e-06,0.067314
10.706,5.3462e-07,0.10818
10.977,4.1292e-07,0.13062
11.255,4.007e-07,0.13457
11.54,4.6433e-07,0.12934
11.832,5.3678e-07,0.11567
12.132,6.1776e-07,0.10228
12.439,7.2709e-07,0.090134
12.754,1.037e-06,0.072244
13.076,1.6803e-06,0.054676
13.407,2.9005e-06,0.03946
13.747,5.1499e-06,0.029421
14.095,7.5944e-06,0.024124
14.452,8.2469e-06,0.02313
14.818,5.6795e-06,0.028013
15.193,1.9815e-06,0.047401
15.577,5.9898e-07,0.088076
15.972,2.2184e-07,0.16133
16.376,1.1626e-07,0.24513
16.79,-1.2337e-08,1.9794
17.216,4.0359e-08,0.52053
17.651,1.3618e-08,1.4503
18.098,4.1577e-10,34.414
18.556,-1.8686e-08,0.96575
19.026,1.255e-08,1.3191
19.508,2.3279e-10,79.011
20.002,2.1888e-09,6.3253
