Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Error
0.011629,0.0,1.0
0.012225,0.0,1.0
0.012852,0.0,1.0
0.013511,0.0,1.0
0.014203,0.0,1.0
0.014932,0.0,1.0
0.015697,0.0,1.0
0.016502,0.0,1.0
0.017348,0.0,1.0
0.018238,0.0,1.0
0.019173,0.0,1.0
0.020156,0.0,1.0
0.021189,0.0,1.0
0.022275,0.0,1.0
0.023418,0.0,1.0
0.024618,0.0,1.0
0.02588,0.0,1.0
0.027207,0.0,1.0
0.028602,0.0,1.0
0.030069,0.0,1.0
0.03161,0.0,1.0
0.033231,0.0,1.0
0.034935,-8.4875e-08,0.0
0.036726,-1.4194e-07,0.028971
0.038609,1.2877e-07,1.0051
0.040589,2.4183e-07,0.4912
0.04267,2.8557e-07,0.39409
0.044857,-6.9386e-08,1.4512
0.047157,4.7112e-08,2.0269
0.049575,2.8449e-07,0.29852
0.052117,2.2549e-07,0.32858
0.054789,2.1505e-07,0.31016
0.057598,2.8167e-07,0.21458
0.060551,3.9739e-07,0.13696
0.063656,3.8271e-07,0.13052
0.066919,4.0607e-07,0.1081
0.07035,4.3202e-07,0.098955
0.073957,4.2988e-07,0.088223
0.077749,4.3908e-07,0.083498
0.081735,3.3402e-07,0.10021
0.085926,2.817e-07,0.10592
0.090332,2.8421e-07,0.10353
0.094963,2.9009e-07,0.096418
0.099832,3.8821e-07,0.069864
0.10495,5.4005e-07,0.05059
0.11033,6.5724e-07,0.044236
0.11599,7.9925e-07,0.036567
0.12193,8.8627e-07,0.032675
0.12819,9.1002e-07,0.031823
0.13476,8.064e-07,0.035129
0.14167,7.5854e-07,0.035282
0.14893,7.3901e-07,0.035793
0.15657,7.4411e-07,0.034238
0.16459,7.6939e-07,0.032244
0.17303,7.3528e-07,0.032461
0.18191,6.2649e-07,0.036061
0.19123,6.1369e-07,0.03591
0.20104,6.2999e-07,0.033613
0.21134,7.0981e-07,0.030807
0.22218,8.0987e-07,0.028089
0.23357,9.0118e-07,0.026132
0.24555,1.1173e-06,0.022314
0.25814,1.2196e-06,0.021155
0.27137,1.4141e-06,0.019354
0.28528,1.5053e-06,0.018721
0.29991,1.4706e-06,0.019083
0.31529,1.3499e-06,0.020387
0.33145,1.2126e-06,0.022053
0.34845,1.0582e-06,0.023823
0.36631,7.6743e-07,0.030232
0.38509,6.4146e-07,0.033759
0.40484,5.9311e-07,0.036235
0.42559,6.7847e-07,0.033017
0.44742,7.7877e-07,0.029156
0.47035,8.0401e-07,0.028581
0.49447,8.5486e-07,0.027221
0.51982,9.454e-07,0.025263
0.54647,1.1475e-06,0.021881
0.57449,1.3375e-06,0.019854
0.60395,1.2842e-06,0.020568
0.63491,9.7947e-07,0.025514
0.66747,6.8836e-07,0.032998
0.70169,5.4005e-07,0.038672
0.73766,3.895e-07,0.050318
0.77548,3.6652e-07,0.052084
0.81524,3.6761e-07,0.052944
0.85704,4.2611e-07,0.047012
0.90098,3.8346e-07,0.052463
0.94718,3.319e-07,0.061204
0.99574,2.9916e-07,0.066299
1.0468,2.5069e-07,0.079902
1.1005,2.5329e-07,0.082688
1.1569,2.3696e-07,0.083941
1.2162,1.6171e-07,0.12629
1.2786,1.2226e-07,0.17177
1.3441,1.4884e-07,0.14499
1.413,1.3924e-07,0.15326
1.4855,1.1274e-07,0.20078
1.5616,1.1783e-07,0.19728
1.6417,1.0465e-07,0.22994
1.7259,1.0093e-07,0.22685
1.8144,6.9018e-08,0.32234
1.9074,3.5928e-08,0.59793
2.0052,5.0548e-08,0.41794
2.108,5.772e-08,0.37165
2.2161,3.7681e-09,5.6034
2.3297,3.9013e-08,0.5316
2.4491,4.1703e-08,0.50032
2.5747,4.4969e-08,0.44632
2.7067,7.2803e-08,0.26522
2.8455,3.2866e-08,0.54839
2.9914,3.6762e-08,0.49724
3.1447,5.2706e-09,3.5079
3.306,3.3429e-08,0.57226
3.4755,2.7797e-08,0.69539
3.6537,3.6286e-08,0.53286
3.841,1.8812e-08,1.0706
4.0379,2.2233e-08,0.88773
4.245,1.6285e-08,1.1713
4.4626,2.2941e-08,0.79015
4.6914,2.9337e-08,0.57981
4.9319,1.1723e-08,1.2842
5.1848,1.4234e-08,1.0574
5.4506,8.8365e-09,1.628
5.7301,2.1087e-09,6.9434
6.0239,-3.4867e-08,0.45107
6.3327,-3.1148e-08,0.5244
6.6574,2.951e-09,6.0146
6.9988,1.2242e-08,1.5143
7.3576,1.0173e-08,1.7687
7.7348,3.0634e-09,6.9693
8.1314,-1.7382e-09,12.337
8.5483,1.5457e-08,1.4699
8.9866,-3.6126e-08,0.74501
9.4473,4.0588e-08,0.63208
9.9317,-2.5002e-08,1.1046
10.441,-1.9801e-09,14.561
10.976,-6.1026e-10,46.161
11.539,2.3755e-08,1.1897
12.131,-1.9903e-08,1.3982
12.753,-8.5218e-09,3.0839
13.406,2.6245e-08,0.87033
14.094,2.0404e-08,0.88667
14.816,4.7575e-08,0.30827
15.576,5.9657e-08,0.20172
16.375,1.8794e-08,0.35874
17.214,1.1684e-08,0.59817
18.097,8.1017e-09,0.68003
19.025,-5.1935e-09,1.1243
20.0,-9.6832e-10,6.9281
